time/time_elapsed,time/iterations,time/total_timesteps,rollout/ep_len_mean,time/fps,rollout/ep_rew_mean,train/explained_variance,train/n_updates,train/policy_gradient_loss,train/loss,train/approx_kl,train/value_loss,train/entropy_loss,train/std,train/learning_rate,train/clip_range,train/clip_fraction
1508,107,876544,832.64,581,618.7968376,0.5431050062179565,1060,-0.03401352221917477,1.650269865989685,0.041058656,7.574821269512176,-18.791383785009383,1.1642407178878784,0.0003,0.2,0.3798828125
1518,108,884736,812.95,582,605.39379503,0.8817053437232971,1070,-0.02793490831645613,3.9155659675598145,0.030163728,8.78688624575734,-18.832639026641846,1.1665340662002563,0.0003,0.2,0.3384033203125
1529,109,892928,798.85,583,596.12531808,0.8682483434677124,1080,-0.03046683305146871,5.015755653381348,0.025590006,10.848454890400172,-18.860387253761292,1.1681818962097168,0.0003,0.2,0.257373046875
1540,110,901120,814.06,585,609.5907492399999,0.8922353386878967,1090,-0.03317850307794288,5.6560516357421875,0.021055916,9.150066009163856,-18.877517235279083,1.1703556776046753,0.0003,0.2,0.24478759765625
1550,111,909312,800.68,586,600.0154409800001,0.9168393015861511,1100,-0.03513542759756092,7.739673137664795,0.017954964,12.272112162411213,-18.89810390472412,1.1729780435562134,0.0003,0.2,0.21796875
1561,112,917504,792.36,587,593.9373564800001,0.8903539776802063,1110,-0.033712796359031925,11.132453918457031,0.018734075,17.286215755343438,-18.93286062479019,1.1765714883804321,0.0003,0.2,0.22738037109375
1571,113,925696,791.63,589,593.30692775,0.8815687894821167,1120,-0.03481152430031216,12.643196105957031,0.015299273,23.51236170232296,-18.958086442947387,1.1785399913787842,0.0003,0.2,0.21453857421875
1581,114,933888,795.57,590,597.07561987,0.8862625360488892,1130,-0.03807851239689626,7.597169399261475,0.023135327,14.11335367411375,-18.985591924190523,1.1814377307891846,0.0003,0.2,0.26951904296875
1592,115,942080,782.19,591,586.5535073400001,0.6567662954330444,1140,-0.03542385534674395,3.1103737354278564,0.032376148,9.985015350580216,-19.01911023259163,1.1856944561004639,0.0003,0.2,0.3368896484375
1603,116,950272,783.82,592,587.5032545299999,0.8500755429267883,1150,-0.030603553711262065,5.055083274841309,0.031182824,15.362129224836826,-19.057559734582902,1.189198613166809,0.0003,0.2,0.28006591796875
1613,117,958464,791.0,594,593.71316531,0.9046647548675537,1160,-0.028741929063107817,2.332336902618408,0.060148936,6.174095592647791,-19.07877173423767,1.189862608909607,0.0003,0.2,0.45499267578125
1624,118,966656,792.73,595,595.9943985699999,0.8847978115081787,1170,-0.034545955507201145,4.162707805633545,0.05315712,4.889197999238968,-19.111929571628572,1.1951196193695068,0.0003,0.2,0.4855712890625
