time/total_timesteps,rollout/ep_rew_mean,time/time_elapsed,rollout/ep_len_mean,time/fps,time/iterations,train/policy_gradient_loss,train/n_updates,train/clip_range,train/clip_fraction,train/explained_variance,train/learning_rate,train/value_loss,train/approx_kl,train/std,train/entropy_loss,train/loss
1081344,653.33358086,1935,841.55,558,132,-0.034196376874751876,1310,0.2,0.43658447265625,0.8466857075691223,0.0003,5.848371240124107,0.04864203,1.1954903602600098,-19.12217623591423,3.3999361991882324
1089536,649.30507133,1950,835.74,558,133,-0.027210901892976834,1320,0.2,0.28470458984375,0.7909109592437744,0.0003,9.144586573541165,0.024831932,1.1964627504348755,-19.14633179306984,2.9462080001831055
1097728,628.79655713,1968,808.94,557,134,-0.02970257001070422,1330,0.2,0.24385986328125,0.9284457564353943,0.0003,9.72222368195653,0.021332,1.1994928121566772,-19.16666905283928,1.2875847816467285
1105920,618.4106085,1986,796.88,556,135,-0.032720535548287445,1340,0.2,0.17894287109375,0.902382493019104,0.0003,14.4188398078084,0.015172851,1.2011593580245972,-19.188672065734863,11.290828704833984
1114112,617.2884936,2004,794.85,555,136,-0.028924858824757392,1350,0.2,0.25076904296875,0.8511924743652344,0.0003,17.73599520474672,0.022594115,1.2064694166183472,-19.224928534030916,9.345769882202148
1122304,638.94517755,2023,821.64,554,137,-0.025762067531468348,1360,0.2,0.45528564453125,0.7156214118003845,0.0003,5.399876041710376,0.048239496,1.2124828100204468,-19.287413853406907,1.6005685329437256
1130496,649.24323926,2041,833.35,553,138,-0.028280982263095212,1370,0.2,0.266455078125,0.8626561164855957,0.0003,9.164370953291655,0.024838042,1.2165096998214722,-19.328651976585387,3.189030170440674
1138688,651.64131535,2060,834.01,552,139,-0.032300212916743475,1380,0.2,0.2296630859375,0.832726001739502,0.0003,10.970470329374075,0.019498996,1.2202329635620117,-19.36664499640465,2.0789763927459717
1146880,664.1151182800002,2078,848.73,551,140,-0.028518110900768077,1390,0.2,0.30897216796875,0.8387994766235352,0.0003,7.689833002537489,0.025989927,1.2225021123886108,-19.39319834113121,2.9302897453308105
1155072,657.3104213400001,2097,840.42,550,141,-0.035809212817184743,1400,0.2,0.302490234375,0.9017413854598999,0.0003,6.06644898429513,0.027008627,1.2272173166275024,-19.43093192577362,1.5192605257034302
1163264,653.7858028,2116,837.64,549,142,-0.03957890876190504,1410,0.2,0.368505859375,0.910369873046875,0.0003,5.465635693818331,0.035891768,1.2283169031143188,-19.44921869635582,2.2905001640319824
1171456,660.9680461300002,2135,845.55,548,143,-0.030475078072777252,1420,0.2,0.24525146484375,0.8073238134384155,0.0003,11.723647773265839,0.020622838,1.2307804822921753,-19.478095614910124,6.21183443069458
1179648,668.9117357299998,2153,854.24,547,144,-0.030014102596032897,1430,0.2,0.38206787109375,0.893729567527771,0.0003,6.1931112639606,0.04403392,1.2356547117233276,-19.522655767202377,1.0702468156814575
1187840,676.08486141,2171,863.34,547,145,-0.021783162789870403,1440,0.2,0.42568359375,0.7840015888214111,0.0003,9.704558864235878,0.044139918,1.2369414567947388,-19.544364553689956,3.4859983921051025
1196032,681.8907758799999,2188,869.43,546,146,-0.029285116573009872,1450,0.2,0.202587890625,0.8460696935653687,0.0003,13.182009692490102,0.01778001,1.2382131814956665,-19.55343931913376,3.670414447784424
1204224,667.2429821599998,2207,850.24,545,147,-0.02865709776597214,1460,0.2,0.30306396484375,0.8192625045776367,0.0003,9.392652015388013,0.027565524,1.2411872148513794,-19.572631746530533,3.6663975715637207
1212416,676.9395246299999,2225,861.73,544,148,-0.02891300615592627,1470,0.2,0.16124267578125,0.8649207353591919,0.0003,12.187784521281719,0.014768777,1.2439051866531372,-19.602160596847533,5.056027889251709
1220608,666.05765754,2242,849.93,544,149,-0.03359553410991793,1480,0.2,0.39322509765625,0.8540775775909424,0.0003,8.480769403278828,0.042216145,1.2488653659820557,-19.642735052108765,2.5346362590789795
1228800,662.4634945700001,2260,844.59,543,150,-0.02933639561815653,1490,0.2,0.22431640625,0.8637977242469788,0.0003,8.577627199143171,0.018732617,1.2501975297927856,-19.67427241206169,2.6143224239349365
1236992,667.6871354900001,2278,848.26,542,151,-0.0280607987602707,1500,0.2,0.25655517578125,0.665434718132019,0.0003,13.212067785859109,0.027983863,1.254080891609192,-19.69633327126503,2.790714740753174
1245184,670.8100121699999,2295,851.36,542,152,-0.0244979998729832,1510,0.2,0.31131591796875,0.827049195766449,0.0003,12.535331432521343,0.024932921,1.2559365034103394,-19.721031910181047,7.136808395385742
1253376,671.39434962,2313,850.95,541,153,-0.024374309332779377,1520,0.2,0.3909423828125,0.7535140514373779,0.0003,10.512023083865643,0.05080186,1.2646605968475342,-19.769352793693542,3.148895025253296
1261568,671.00936617,2330,850.72,541,154,-0.02290684499384952,1530,0.2,0.44599609375,0.8444942235946655,0.0003,8.372121234238147,0.054315858,1.2669625282287598,-19.82215735912323,2.5714597702026367
1269760,683.6083073899999,2348,865.5,540,155,-0.017828133028524464,1540,0.2,0.4013916015625,0.6620281934738159,0.0003,7.654080522805453,0.04783231,1.2678405046463013,-19.834818369150163,1.3152260780334473
1277952,692.03461963,2365,874.29,540,156,-0.019930544508679305,1550,0.2,0.42283935546875,0.7877236604690552,0.0003,6.093880449980498,0.04236621,1.2735382318496704,-19.871019339561464,2.6788229942321777
1286144,704.1145623,2382,887.51,539,157,-0.04648580377543112,1560,0.2,0.5095947265625,0.24675726890563965,0.0003,2.191287389025092,0.057906944,1.275955319404602,-19.92653695344925,0.6593184471130371
1294336,707.16603927,2399,890.45,539,158,-0.06059347725094995,1570,0.2,0.452294921875,0.4689415693283081,0.0003,1.7200265411287545,0.04771524,1.278507113456726,-19.93382360935211,0.6096959114074707
1302528,708.18591774,2417,890.93,538,159,-0.026643619412061524,1580,0.2,0.256591796875,0.803681492805481,0.0003,5.086151099950075,0.022875462,1.2813459634780884,-19.946696919202804,0.7665395140647888
1310720,727.36427229,2435,911.91,538,160,-0.02318384698155569,1590,0.2,0.12191162109375,0.8486287593841553,0.0003,7.486066482961178,0.010753549,1.2844425439834595,-19.97295585870743,2.076226234436035
1318912,731.6139339,2453,917.98,537,161,-0.060170679360817304,1600,0.2,0.45296630859375,0.3264562487602234,0.0003,1.6962538830935956,0.048446506,1.2825171947479248,-19.98978888988495,0.3752102851867676
1327104,734.13362869,2470,920.95,537,162,-0.029072678445663767,1610,0.2,0.27493896484375,0.7429242730140686,0.0003,6.3701711289584635,0.02388852,1.2873504161834717,-19.999995452165603,1.2568767070770264
1335296,729.2567554,2487,912.92,536,163,-0.025289790173701476,1620,0.2,0.2141845703125,0.8356808423995972,0.0003,5.2377015795558695,0.018983614,1.288399577140808,-20.024378621578215,2.130124807357788
1343488,722.0126782000001,2506,903.46,536,164,-0.02306121758156223,1630,0.2,0.167431640625,0.8836468458175659,0.0003,7.881397489830851,0.0128986025,1.2896918058395386,-20.033358854055404,7.2948994636535645
1351680,724.1796413400001,2525,905.19,535,165,-0.024989038961939512,1640,0.2,0.13944091796875,0.8561191558837891,0.0003,9.244949761778116,0.011831004,1.2910350561141968,-20.047535061836243,2.357776641845703
1359872,724.2358515499999,2543,903.33,534,166,-0.02334575774220866,1650,0.2,0.1464599609375,0.8293440341949463,0.0003,6.693513388186693,0.013821457,1.2929843664169312,-20.06203697323799,0.9589496850967407
1368064,707.92193126,2560,883.57,534,167,-0.026162894228036748,1660,0.2,0.1945556640625,0.7268537878990173,0.0003,8.809914810210467,0.017644608,1.2934750318527222,-20.071582037210465,2.518423557281494
1376256,703.8274816400001,2578,876.89,533,168,-0.030544566096796188,1670,0.2,0.25130615234375,0.9365187883377075,0.0003,4.739532538503409,0.026205564,1.2948929071426392,-20.083856457471846,0.8565794825553894
1384448,697.29590778,2597,866.74,533,169,-0.024572471018473152,1680,0.2,0.23336181640625,0.8406242728233337,0.0003,6.523960170522332,0.018739214,1.2983415126800537,-20.109777849912643,2.6503305435180664
1392640,705.2977186699999,2614,874.04,532,170,-0.0224534506603959,1690,0.2,0.138623046875,0.8317474722862244,0.0003,14.455700801312924,0.010635247,1.3009527921676636,-20.135162395238876,3.8263700008392334
1400832,688.9360820500001,2631,854.16,532,171,-0.029025485262536677,1700,0.2,0.35604248046875,0.8748676180839539,0.0003,7.417691065371036,0.035357527,1.306160807609558,-20.177543026208877,9.506415367126465
1409024,694.96490069,2645,859.86,532,172,-0.026138822671055096,1710,0.2,0.133154296875,0.8802407383918762,0.0003,12.58652109950781,0.010446673,1.3078749179840088,-20.200920075178146,5.6295294761657715
1417216,698.3341272099999,2657,863.99,533,173,-0.0273484952544095,1720,0.2,0.2966796875,0.8919411897659302,0.0003,8.06868666820228,0.030472096,1.3094159364700317,-20.21489377617836,1.800804615020752
1425408,701.41223266,2669,867.31,534,174,-0.026916638638067526,1730,0.2,0.225927734375,0.9104067087173462,0.0003,8.718337000906468,0.019680394,1.3106801509857178,-20.234080439805986,4.185964584350586
1433600,703.10237944,2681,868.0,534,175,-0.025037021297612226,1740,0.2,0.21773681640625,0.8177714347839355,0.0003,9.663778229057788,0.020440504,1.3147324323654175,-20.253668969869615,2.250898838043213
1441792,679.5449975500001,2694,841.04,535,176,-0.021647665346972645,1750,0.2,0.49324951171875,0.7989524006843567,0.0003,7.155870804563165,0.0632605,1.3202253580093384,-20.297681552171706,0.7451276779174805
1449984,666.7613329,2706,825.98,535,177,-0.02719005823455518,1760,0.2,0.18209228515625,0.8717243671417236,0.0003,13.097001938521862,0.012358453,1.3241740465164185,-20.338350313901902,3.479714870452881
1458176,661.9915777099999,2719,822.41,536,178,-0.026762562024669024,1770,0.2,0.14859619140625,0.873051643371582,0.0003,12.336091935634613,0.012602435,1.3246783018112183,-20.35339665412903,6.661806106567383
1466368,664.1785334400001,2731,826.54,536,179,-0.02773498751121224,1780,0.2,0.21781005859375,0.8488823175430298,0.0003,15.972182454913854,0.01825986,1.3280270099639893,-20.377010238170623,6.622616291046143
1474560,649.03636479,2744,809.65,537,180,-0.029659585148328914,1790,0.2,0.18531494140625,0.884872317314148,0.0003,14.08054393529892,0.01492126,1.331034541130066,-20.402442294359208,4.669252395629883
1482752,657.9927789299999,2756,819.74,538,181,-0.0302126579801552,1800,0.2,0.16488037109375,0.8906295299530029,0.0003,20.55125624984503,0.012515085,1.3352347612380981,-20.4368703186512,6.213205814361572
1490944,660.56963468,2768,820.74,538,182,-0.030879201046627714,1810,0.2,0.22154541015625,0.8750175833702087,0.0003,14.197886852920055,0.020419413,1.338613510131836,-20.471280562877656,4.391761302947998
1499136,660.2270016000001,2780,819.14,539,183,-0.02496913261420559,1820,0.2,0.4267333984375,0.8969430923461914,0.0003,6.268969666212797,0.05157262,1.3433030843734741,-20.505252403020858,2.117784261703491
1507328,662.14003246,2792,822.44,539,184,-0.025544439659279307,1830,0.2,0.25726318359375,0.8599582314491272,0.0003,11.680402306467295,0.019951373,1.3488749265670776,-20.55585446357727,4.202281475067139
