time/iterations,time/total_timesteps,rollout/ep_rew_mean,time/time_elapsed,time/fps,rollout/ep_len_mean,train/learning_rate,train/n_updates,train/clip_fraction,train/entropy_loss,train/std,train/approx_kl,train/value_loss,train/clip_range,train/policy_gradient_loss,train/loss,train/explained_variance
139,1138688,613.0972050600001,1828,622,794.47,0.0003,1380,0.20655517578125,-19.759388291835783,1.261237382888794,0.015144857,18.55608443915844,0.2,-0.03040550110381446,6.802721977233887,0.8418548107147217
140,1146880,601.9948498,1838,623,779.69,0.0003,1390,0.17236328125,-19.804600954055786,1.265698790550232,0.014047031,18.890995925664903,0.2,-0.03201651196723106,6.409162521362305,0.8704326152801514
141,1155072,598.3591898599999,1849,624,772.93,0.0003,1400,0.180615234375,-19.833187091350556,1.2677687406539917,0.013796972,24.1984607771039,0.2,-0.03316700014984235,17.60509490966797,0.8810709714889526
142,1163264,586.8393979,1859,625,758.77,0.0003,1410,0.31400146484375,-19.863888043165208,1.2722326517105103,0.032220878,14.543924815952778,0.2,-0.03460856607343885,4.320148944854736,0.7419342994689941
143,1171456,601.9471568,1869,626,776.91,0.0003,1420,0.31981201171875,-19.911294794082643,1.2766603231430054,0.030868437,9.973321167379618,0.2,-0.03296454950905172,2.8711142539978027,0.8258949518203735
144,1179648,605.24006773,1880,627,779.73,0.0003,1430,0.22183837890625,-19.92675975561142,1.277018666267395,0.017175786,15.231520763039589,0.2,-0.03136145823918923,3.994191884994507,0.8847313523292542
145,1187840,600.05691558,1890,628,773.48,0.0003,1440,0.33392333984375,-19.950014692544936,1.2802633047103882,0.030620433,7.870455818623304,0.2,-0.03485798638721462,2.1225223541259766,0.8588824272155762
146,1196032,595.6241283699999,1900,629,768.56,0.0003,1450,0.38616943359375,-19.98593220114708,1.284952998161316,0.05081003,9.275067741423845,0.2,-0.030854259168700084,8.41464900970459,0.8573769330978394
147,1204224,605.25693359,1910,630,781.76,0.0003,1460,0.236376953125,-20.02299975156784,1.2876838445663452,0.022050282,9.619262494891881,0.2,-0.03281510974047706,4.7989501953125,0.8692094087600708
148,1212416,599.99821049,1920,631,775.11,0.0003,1470,0.29573974609375,-20.03813279867172,1.2916723489761353,0.06283071,10.122090919315815,0.2,-0.0271584945905488,3.001422643661499,0.8462035059928894
149,1220608,602.6958574700001,1931,632,777.96,0.0003,1480,0.16885986328125,-20.0789657831192,1.2950540781021118,0.01438887,20.44421882331371,0.2,-0.03325926058605546,10.139140129089355,0.877111554145813
150,1228800,613.36724453,1941,633,791.81,0.0003,1490,0.22314453125,-20.117456471920015,1.2993444204330444,0.017031025,26.56894851475954,0.2,-0.03520233285526046,9.552959442138672,0.8588995933532715
151,1236992,589.64241839,1952,633,763.69,0.0003,1500,0.24603271484375,-20.15180681347847,1.302737832069397,0.021608759,20.435982386767865,0.2,-0.036472510486782996,3.8515779972076416,0.8558199405670166
152,1245184,578.28315512,1963,634,748.81,0.0003,1510,0.240625,-20.176019793748857,1.3048386573791504,0.019903267,17.237823347747327,0.2,-0.037512250052532184,5.258939743041992,0.9116160869598389
153,1253376,578.1759678900002,1973,635,748.04,0.0003,1520,0.2442138671875,-20.20634708404541,1.3074150085449219,0.019670345,19.7083656296134,0.2,-0.0369241947082628,8.064512252807617,0.9036620855331421
154,1261568,577.51639954,1983,636,747.49,0.0003,1530,0.28460693359375,-20.216643273830414,1.3089340925216675,0.024264177,18.6652910143137,0.2,-0.038582121589570306,11.536187171936035,0.8723493814468384
155,1269760,570.20560342,1993,636,739.35,0.0003,1540,0.4256591796875,-20.278309047222137,1.3162180185317993,0.045394085,8.786797500401736,0.2,-0.028901253997173627,6.832126617431641,0.8999676704406738
156,1277952,585.2014072100001,2003,637,756.39,0.0003,1550,0.36090087890625,-20.328782552480696,1.3230262994766235,0.03198021,9.68139083981514,0.2,-0.03327320525131654,5.311357498168945,0.8910802602767944
157,1286144,608.2687495,2014,638,782.28,0.0003,1560,0.4663818359375,-20.41034927368164,1.331954836845398,0.04985199,4.601303223520517,0.2,-0.030780604974279414,1.4758597612380981,0.8190006017684937
158,1294336,617.13140147,2024,639,793.38,0.0003,1570,0.54256591796875,-20.44945759177208,1.3318349123001099,0.06689538,2.2939406290650366,0.2,-0.0427223042359401,0.6098018884658813,0.21312612295150757
159,1302528,619.88503762,2034,640,796.26,0.0003,1580,0.19583740234375,-20.439663130044938,1.3332502841949463,0.01438932,5.74138088747859,0.2,-0.028491861128713936,1.2372702360153198,0.9071241021156311
160,1310720,621.88684987,2044,641,797.72,0.0003,1590,0.286376953125,-20.463092017173768,1.3357182741165161,0.031794056,5.045811403542757,0.2,-0.033725117037829475,0.9659926295280457,0.8915873169898987
161,1318912,640.29981547,2054,641,819.94,0.0003,1600,0.21192626953125,-20.471328294277193,1.336330533027649,0.018097065,8.885662876814603,0.2,-0.029241212738270406,2.5592567920684814,0.8351542353630066
162,1327104,673.7494513899999,2064,642,858.72,0.0003,1610,0.13370361328125,-20.4714566886425,1.3364137411117554,0.010911062,12.93826525658369,0.2,-0.027059935394208878,6.387702465057373,0.9043331742286682
163,1335296,668.89163219,2074,643,854.24,0.0003,1620,0.443359375,-20.5213585793972,1.3438838720321655,0.049310975,3.8169795595109464,0.2,-0.0352732782237581,0.9415877461433411,0.13354432582855225
164,1343488,660.0716683899998,2085,644,842.4,0.0003,1630,0.15413818359375,-20.554641205072404,1.346331238746643,0.011562585,17.421742801368236,0.2,-0.024283147283131256,10.713788032531738,0.8656893372535706
165,1351680,660.4637962200001,2095,645,842.7,0.0003,1640,0.138671875,-20.561142736673354,1.345820426940918,0.012119855,11.441996163129806,0.2,-0.027524386846198467,3.0390586853027344,0.9170548915863037
166,1359872,670.2107117199998,2105,645,854.89,0.0003,1650,0.15667724609375,-20.559635508060456,1.3458876609802246,0.013720302,12.493834104388952,0.2,-0.030142068453278624,2.0356690883636475,0.9192681908607483
167,1368064,659.5271828099999,2115,646,842.04,0.0003,1660,0.3703857421875,-20.580619305372238,1.351456642150879,0.037949912,6.160082833468914,0.2,-0.03507476145096007,3.047043800354004,0.3441382050514221
168,1376256,654.8482923400001,2125,647,835.57,0.0003,1670,0.19305419921875,-20.622246968746186,1.3541706800460815,0.015221624,14.096976546943187,0.2,-0.03028316275594989,8.835530281066895,0.8567730188369751
169,1384448,651.4466023999998,2135,648,832.9,0.0003,1680,0.19598388671875,-20.651046568155287,1.3573384284973145,0.014310943,12.052543583512307,0.2,-0.029714426663849734,4.03830623626709,0.8854036927223206
170,1392640,621.1795458299999,2146,648,794.57,0.0003,1690,0.19041748046875,-20.674528163671493,1.3602113723754883,0.015728055,18.43822625428438,0.2,-0.03137228000414325,11.312110900878906,0.8800844550132751
171,1400832,628.7285614699999,2156,649,803.35,0.0003,1700,0.18165283203125,-20.704183322191238,1.3635896444320679,0.014404133,21.10857631266117,0.2,-0.02940314607330947,15.037569046020508,0.8812604546546936
172,1409024,611.39657712,2166,650,782.18,0.0003,1710,0.1966796875,-20.713943427801134,1.3635239601135254,0.01574229,16.65408011376858,0.2,-0.03181519089121139,8.715703010559082,0.8839903473854065
173,1417216,602.8418270000001,2177,650,769.91,0.0003,1720,0.26558837890625,-20.73862832188606,1.3679910898208618,0.0279639,12.475774428248405,0.2,-0.03233261776185827,2.7568960189819336,0.8862300515174866
174,1425408,592.46826876,2187,651,757.35,0.0003,1730,0.16634521484375,-20.76147731542587,1.3702473640441895,0.013585096,28.02522627711296,0.2,-0.03136503391979204,7.613127708435059,0.8714169263839722
175,1433600,590.83537077,2197,652,754.19,0.0003,1740,0.21666259765625,-20.801604694128038,1.3761965036392212,0.017511575,20.648316317796706,0.2,-0.031367977908666946,11.913474082946777,0.8801031708717346
176,1441792,578.06242621,2208,652,737.07,0.0003,1750,0.31981201171875,-20.85148631930351,1.3828357458114624,0.027691815,11.189279829710722,0.2,-0.029031717922043752,2.614442825317383,0.7800912261009216
177,1449984,571.70730119,2218,653,728.92,0.0003,1760,0.25458984375,-20.89651440382004,1.3843512535095215,0.02241111,10.914742201566696,0.2,-0.03371854198121582,3.155583620071411,0.8882676959037781
178,1458176,588.08600331,2228,654,748.03,0.0003,1770,0.22857666015625,-20.896272498369218,1.3859132528305054,0.019135442,18.707061930000783,0.2,-0.035628217990597476,3.896563768386841,0.8579187393188477
179,1466368,610.2930316599999,2238,655,773.67,0.0003,1780,0.5709716796875,-20.979793977737426,1.3968509435653687,0.06870653,3.203892519697547,0.2,-0.04758977361343568,1.3419123888015747,0.21292340755462646
180,1474560,619.7627846400001,2248,655,784.58,0.0003,1790,0.44117431640625,-21.0086889564991,1.398848056793213,0.045658544,4.890121404826641,0.2,-0.02949543190334225,0.8531165719032288,0.8146378397941589
181,1482752,604.59885099,2258,656,765.95,0.0003,1800,0.23226318359375,-21.031362253427506,1.401002049446106,0.020354604,6.5530359230935575,0.2,-0.02974465188526665,1.53733491897583,0.8301668763160706
182,1490944,628.42102115,2268,657,792.5,0.0003,1810,0.17547607421875,-21.059798288345338,1.4061301946640015,0.013591103,11.092424678802491,0.2,-0.02781515217066044,7.736719131469727,0.8586809635162354
183,1499136,645.5804575000001,2279,657,813.84,0.0003,1820,0.17236328125,-21.09016266465187,1.4088764190673828,0.014898945,7.78626195564866,0.2,-0.028300853960536186,2.8664472103118896,0.8975011110305786
184,1507328,642.25649424,2289,658,808.51,0.0003,1830,0.2590576171875,-21.130284863710404,1.4149408340454102,0.026279626,8.079634957760572,0.2,-0.03030971993357525,5.118995189666748,0.8902907371520996
