time/time_elapsed,rollout/ep_len_mean,time/fps,time/total_timesteps,rollout/ep_rew_mean,time/iterations,train/explained_variance,train/clip_range,train/learning_rate,train/entropy_loss,train/approx_kl,train/clip_fraction,train/n_updates,train/policy_gradient_loss,train/loss,train/value_loss,train/std
1593,766.98,596,950272,571.19622255,116,0.7181437015533447,0.2,0.0003,-18.806353735923768,0.04384343,0.3981201171875,1150,-0.033811128093657314,1.7308367490768433,6.022847785800695,1.1646084785461426
1603,791.53,597,958464,590.13226917,117,0.8010766506195068,0.2,0.0003,-18.851692509651183,0.036391616,0.36727294921875,1160,-0.037112794433778615,2.354139566421509,4.729579482972622,1.1675318479537964
1613,813.83,599,966656,608.6995102999999,118,0.892852783203125,0.2,0.0003,-18.86051234602928,0.016813718,0.21453857421875,1170,-0.03103297254565405,1.7837157249450684,8.674410317838191,1.167702555656433
1623,799.57,600,974848,597.7217408299999,119,0.8741404414176941,0.2,0.0003,-18.878271144628524,0.016966283,0.24541015625,1180,-0.02714533846883569,4.557163715362549,10.958961375802755,1.1707502603530884
1634,805.63,601,983040,602.33463042,120,0.866613507270813,0.2,0.0003,-18.901824820041657,0.016071482,0.19154052734375,1190,-0.02855485355576093,6.382240295410156,11.35439329072833,1.1718660593032837
1644,824.25,602,991232,617.62230106,121,0.7739670276641846,0.2,0.0003,-18.90981281399727,0.015578729,0.18245849609375,1200,-0.03137985306821065,8.910236358642578,14.40287349820137,1.1726857423782349
1654,839.86,603,999424,631.1259447699999,122,0.8948554992675781,0.2,0.0003,-18.928994089365005,0.026848838,0.31605224609375,1210,-0.030843185420962982,1.5973050594329834,5.407168284058571,1.1753507852554321
1665,863.84,605,1007616,652.88569023,123,0.7628577947616577,0.2,0.0003,-18.947404396533965,0.030692644,0.3177734375,1220,-0.03483556353312452,3.6036453247070312,6.552547163516283,1.1768630743026733
1675,871.06,606,1015808,659.21603456,124,0.8474270701408386,0.2,0.0003,-18.965347278118134,0.01912393,0.2267333984375,1230,-0.0313360519183334,4.6490983963012695,10.155659291148186,1.177992582321167
1686,843.91,607,1024000,640.5320865599999,125,0.8436565399169922,0.2,0.0003,-18.995391422510146,0.018704224,0.21007080078125,1240,-0.03101480303594144,5.833061695098877,9.704883518815041,1.1822657585144043
1696,826.71,608,1032192,627.67758059,126,0.9259094595909119,0.2,0.0003,-19.0226953625679,0.016004957,0.193994140625,1250,-0.03516633225299302,8.49528694152832,13.789364229142667,1.1842108964920044
1706,819.13,609,1040384,624.81850458,127,0.8384407758712769,0.2,0.0003,-19.041987699270248,0.02027139,0.24002685546875,1260,-0.03465047473437153,4.65018367767334,15.260846246778964,1.1851794719696045
1717,809.07,610,1048576,618.4183957500001,128,0.8655130863189697,0.2,0.0003,-19.05771272778511,0.01821922,0.212451171875,1270,-0.033021919187012826,4.704773902893066,17.424681469798088,1.1881119012832642
1727,808.7,611,1056768,618.48660804,129,0.8969753980636597,0.2,0.0003,-19.109855657815935,0.034054443,0.314208984375,1280,-0.03432915838711779,3.9356327056884766,8.255024132877589,1.1927841901779175
1737,806.38,612,1064960,617.66361068,130,0.9055631160736084,0.2,0.0003,-19.140699750185014,0.041154005,0.3891357421875,1290,-0.03559388140856754,1.2443803548812866,5.726070904731751,1.1963127851486206
1748,767.2,613,1073152,587.5970759899999,131,0.8426730036735535,0.2,0.0003,-19.160988664627077,0.017877279,0.22843017578125,1300,-0.0334964039400802,12.62272834777832,16.69768699258566,1.1967178583145142
1758,762.6,614,1081344,584.88690297,132,0.8905869722366333,0.2,0.0003,-19.18280384540558,0.015812926,0.1802734375,1310,-0.033837042216327974,5.516422271728516,16.43352050036192,1.19998037815094
1769,745.17,615,1089536,571.8381365399999,133,0.7553699016571045,0.2,0.0003,-19.225139480829238,0.06766661,0.51600341796875,1320,-0.032235956511431144,2.254209041595459,6.333053062111139,1.2056525945663452
