time/iterations,time/time_elapsed,rollout/ep_rew_mean,rollout/ep_len_mean,time/total_timesteps,time/fps,train/n_updates,train/std,train/entropy_loss,train/loss,train/explained_variance,train/approx_kl,train/clip_fraction,train/clip_range,train/policy_gradient_loss,train/learning_rate,train/value_loss
140,1811,643.05008913,806.74,1146880,633,1390,1.2447775602340698,-19.62114695906639,6.164336681365967,0.8518754243850708,0.026242025,0.29700927734375,0.2,-0.02587228206830332,0.0003,15.59650748372078
141,1821,641.7207164899999,805.2,1155072,634,1400,1.247338891029358,-19.648039573431014,2.6711316108703613,0.7627476453781128,0.054517698,0.4840087890625,0.2,-0.030361166736111046,0.0003,6.567137915641069
142,1831,616.4800705099999,774.96,1163264,635,1410,1.2493177652359009,-19.6736472427845,3.8092732429504395,0.8676236271858215,0.021505894,0.23826904296875,0.2,-0.02920599538774695,0.0003,9.214373867213727
143,1841,619.6577547999999,777.37,1171456,636,1420,1.2534101009368896,-19.703204226493835,6.231353759765625,0.8820497989654541,0.0147434855,0.1975341796875,0.2,-0.028503619961702496,0.0003,16.54797094017267
144,1851,636.05999909,795.8,1179648,637,1430,1.2568771839141846,-19.745421946048737,3.7985002994537354,0.9049552083015442,0.021122094,0.22740478515625,0.2,-0.03178385883802548,0.0003,14.231614419072866
145,1861,656.58685381,818.01,1187840,637,1440,1.2595818042755127,-19.767746758460998,4.346855640411377,0.7347360253334045,0.029675411,0.30283203125,0.2,-0.032821428578608904,0.0003,7.1297977194190025
146,1871,650.10724235,810.01,1196032,638,1450,1.2608599662780762,-19.791747134923934,1.9487903118133545,0.9016997814178467,0.021954503,0.2809814453125,0.2,-0.031453806717763655,0.0003,8.952376686781644
147,1881,662.16309364,825.11,1204224,639,1460,1.2608367204666138,-19.796694934368134,3.522979259490967,0.8793759942054749,0.024027873,0.252392578125,0.2,-0.029207074256555644,0.0003,14.693440441042185
148,1891,681.11096078,845.11,1212416,640,1470,1.267612099647522,-19.82851243019104,2.644963502883911,0.7466594576835632,0.029436406,0.27967529296875,0.2,-0.03263427036436042,0.0003,11.129308881610632
149,1901,681.67788751,844.51,1220608,641,1480,1.2754672765731812,-19.917001092433928,8.73141860961914,0.8476791977882385,0.05089706,0.47052001953125,0.2,-0.024052208579087166,0.0003,8.255035247281194
150,1911,671.2372961999998,832.24,1228800,642,1490,1.2783814668655396,-19.94372439980507,1.2888728380203247,0.8156515955924988,0.038591154,0.31202392578125,0.2,-0.026532018340367357,0.0003,6.008446728810668
151,1922,650.4118110400001,809.05,1236992,643,1500,1.284654974937439,-19.99413542151451,5.555448055267334,0.8915823698043823,0.013711691,0.1687744140625,0.2,-0.028434629054390825,0.0003,15.428942489624024
152,1931,669.01172539,831.8,1245184,644,1510,1.2860774993896484,-20.024086272716524,4.61887788772583,0.9222193360328674,0.01468825,0.1690673828125,0.2,-0.0333388571474643,0.0003,13.288623024523257
153,1942,679.3947313,842.95,1253376,645,1520,1.288765549659729,-20.041243183612824,6.908320903778076,0.8440529704093933,0.0179317,0.198583984375,0.2,-0.03149077914713416,0.0003,15.733651898801327
154,1952,683.3425254299999,845.32,1261568,646,1530,1.2904258966445923,-20.06537258028984,9.54336166381836,0.817387580871582,0.023225147,0.27064208984375,0.2,-0.027149811111667078,0.0003,16.415082868933677
155,1962,683.0047861899999,844.82,1269760,647,1540,1.299448013305664,-20.12406992316246,0.6788334250450134,0.09538143873214722,0.072096884,0.56527099609375,0.2,-0.04302447561858571,0.0003,2.391354237496853
156,1972,682.3445628900001,844.62,1277952,647,1550,1.3014825582504272,-20.16510789990425,1.0458132028579712,0.8603050112724304,0.03983127,0.3941650390625,0.2,-0.03624527573992964,0.0003,2.4481445867568254
157,1982,685.0214400300001,845.32,1286144,648,1560,1.3034348487854004,-20.185816353559495,3.4534177780151367,0.8420539498329163,0.019351475,0.22911376953125,0.2,-0.025108772461680928,0.0003,6.373751877620816
158,1992,664.14771129,822.75,1294336,649,1570,1.308356761932373,-20.214898604154588,1.5076717138290405,0.8316717743873596,0.0343983,0.35086669921875,0.2,-0.031644124143349474,0.0003,4.333130273222923
159,2002,668.3600468400001,827.33,1302528,650,1580,1.3095703125,-20.23571264743805,12.155725479125977,0.8745355010032654,0.009109001,0.10694580078125,0.2,-0.02288573573314352,0.0003,18.92905253469944
160,2012,682.8481400900001,842.87,1310720,651,1590,1.309743881225586,-20.242601519823076,14.54871940612793,0.8543707728385925,0.018841807,0.20380859375,0.2,-0.027729728064150548,0.0003,10.695111141353845
161,2022,688.5449157400002,848.28,1318912,652,1600,1.3099476099014282,-20.246612471342086,6.5142035484313965,0.8510086536407471,0.014272729,0.16492919921875,0.2,-0.026952814088144806,0.0003,10.19495344609022
162,2032,700.1034027000001,860.05,1327104,653,1610,1.3119746446609497,-20.253165274858475,15.199769973754883,0.8899686932563782,0.010565721,0.11427001953125,0.2,-0.024334510616608896,0.0003,20.545183862745763
163,2042,688.1190324899998,844.48,1335296,653,1620,1.3162437677383423,-20.285827678442,2.0021095275878906,0.8310267329216003,0.03150296,0.32183837890625,0.2,-0.0354622219412704,0.0003,6.11208191588521
164,2052,695.7526981400001,852.28,1343488,654,1630,1.3197487592697144,-20.315694057941435,7.54647970199585,0.8836358785629272,0.014961618,0.17962646484375,0.2,-0.02737587144547433,0.0003,11.918414840102196
165,2062,689.5103015999999,845.05,1351680,655,1640,1.3221074342727661,-20.34512394070625,1.2263624668121338,0.8202605247497559,0.026054882,0.3096923828125,0.2,-0.02479009045237035,0.0003,12.005556802451611
166,2072,699.3944827100001,855.4,1359872,656,1650,1.3254848718643188,-20.37051786184311,5.986540794372559,0.8477367162704468,0.019954788,0.20655517578125,0.2,-0.03019867860566592,0.0003,9.14367024153471
167,2082,701.23887125,856.55,1368064,656,1660,1.3288050889968872,-20.40271199345589,1.0394353866577148,0.5120139122009277,0.05737991,0.46923828125,0.2,-0.044104133694054325,0.0003,3.134134477376938
168,2092,690.6856517100001,843.88,1376256,657,1670,1.3305169343948364,-20.417663568258284,1.570090413093567,0.8624963164329529,0.016436446,0.22596435546875,0.2,-0.024661743937031133,0.0003,7.790431105345488
169,2102,702.5230492199998,855.4,1384448,658,1680,1.3323127031326294,-20.43421325683594,2.133162498474121,0.9139813184738159,0.013949206,0.1454345703125,0.2,-0.029010950970405246,0.0003,9.338930186629295
170,2112,686.4587792100001,836.16,1392640,659,1690,1.3364282846450806,-20.45488471388817,2.9268338680267334,0.8143431544303894,0.034645557,0.332177734375,0.2,-0.020642526597657706,0.0003,11.186507824063302
171,2122,697.8329847600002,847.51,1400832,659,1700,1.3392109870910645,-20.493795251846315,5.0844292640686035,0.901595950126648,0.0137531785,0.1450439453125,0.2,-0.027987714717892232,0.0003,10.654126936197281
172,2132,689.5688392799999,836.71,1409024,660,1710,1.3433560132980347,-20.530571240186692,6.771747589111328,0.821764349937439,0.03708913,0.3635498046875,0.2,-0.02664537987366202,0.0003,11.297097949683666
173,2143,692.6809549500001,839.58,1417216,661,1720,1.3464583158493042,-20.560736656188965,6.496603488922119,0.8610637784004211,0.017760698,0.18560791015625,0.2,-0.028619400354364187,0.0003,13.688874396681786
174,2153,686.7809306900002,832.36,1425408,661,1730,1.3490880727767944,-20.580521643161774,4.974985599517822,0.7528550624847412,0.022695396,0.2306884765625,0.2,-0.0271568057287368,0.0003,10.44389695301652
175,2163,686.9413608200001,831.65,1433600,662,1740,1.3519121408462524,-20.602470260858535,2.8457159996032715,0.8991508483886719,0.018475372,0.1988037109375,0.2,-0.029761929029700696,0.0003,10.055457893013955
176,2173,678.01629315,819.46,1441792,663,1750,1.3596301078796387,-20.657700735330582,0.7697477340698242,0.8679540753364563,0.060564704,0.4876953125,0.2,-0.027974937859835337,0.0003,3.952403175458312
177,2183,687.1315855099998,830.57,1449984,664,1760,1.3606085777282715,-20.68410794734955,1.5747265815734863,0.9017428159713745,0.020269405,0.2449462890625,0.2,-0.02792939556456986,0.0003,6.081413961946964
178,2193,686.5040112299998,828.93,1458176,664,1770,1.3632162809371948,-20.701690447330474,2.9473838806152344,0.8947523236274719,0.020165108,0.22535400390625,0.2,-0.027035318843263666,0.0003,10.96424891129136
179,2203,696.08300218,839.75,1466368,665,1780,1.364699363708496,-20.7172532916069,5.926550388336182,0.8498883843421936,0.014180107,0.15924072265625,0.2,-0.026744770164805233,0.0003,11.536573597043752
180,2213,719.7730997,867.05,1474560,666,1790,1.3700710535049438,-20.75731544494629,0.7161351442337036,0.7392933368682861,0.039958626,0.39207763671875,0.2,-0.02385120355320396,0.0003,5.102953870594502
181,2223,719.3703014499999,864.67,1482752,666,1800,1.3701833486557007,-20.77605346441269,0.7502328157424927,0.28266310691833496,0.06541688,0.53189697265625,0.2,-0.05352495594415814,0.0003,1.851429383456707
182,2233,724.31003715,869.0,1490944,667,1810,1.3722978830337524,-20.791502004861833,0.834303617477417,0.9030618071556091,0.018759789,0.23267822265625,0.2,-0.026767779478541344,0.0003,5.072949565201998
183,2243,726.10221222,869.18,1499136,668,1820,1.3744863271713257,-20.800754797458648,1.5396891832351685,0.8771945238113403,0.011087936,0.12215576171875,0.2,-0.024042122336686587,0.0003,8.466245504468679
184,2254,720.14769174,862.39,1507328,668,1830,1.3742743730545044,-20.815857589244843,0.7792708873748779,0.915440559387207,0.017808152,0.210888671875,0.2,-0.026964358876284678,0.0003,5.801200789213181
